location,target_end_date,horizon,reference_date,wis,model_id,target
macon,2026-02-14,3,2026-02-14,0.1848806565254927,ACCIDDA-InfluPaint,Flu ED visits pct
henry,2026-02-14,3,2026-02-14,0.19264698921392362,ACCIDDA-InfluPaint,Flu ED visits pct
cherokee,2026-02-14,3,2026-02-14,0.342027834802866,ACCIDDA-InfluPaint,Flu ED visits pct
athens,2026-02-14,3,2026-02-14,0.28142840291890847,ACCIDDA-InfluPaint,Flu ED visits pct
south-augusta,2026-02-14,3,2026-02-14,0.7368845289531678,ACCIDDA-InfluPaint,Flu ED visits pct
columbus,2026-02-14,3,2026-02-14,1.0271497991846656,ACCIDDA-InfluPaint,Flu ED visits pct
la-grange,2026-02-14,3,2026-02-14,0.7657785720378152,ACCIDDA-InfluPaint,Flu ED visits pct
georgia,2026-02-14,3,2026-02-14,0.34383319283111224,ACCIDDA-InfluPaint,Flu ED visits pct
indianapolis,2026-02-14,3,2026-02-14,1.0241196112665862,ACCIDDA-InfluPaint,Flu ED visits pct
indiana,2026-02-14,3,2026-02-14,0.4139891112016308,ACCIDDA-InfluPaint,Flu ED visits pct
bangor,2026-02-14,3,2026-02-14,0.3009786760310333,ACCIDDA-InfluPaint,Flu ED visits pct
portland,2026-02-14,3,2026-02-14,0.22761413297305516,ACCIDDA-InfluPaint,Flu ED visits pct
